LINE	NUM	ROOM	CHAR	Acte	TEXT_FR	TEXT_EN	INTEGRATION DES METADONNEES
A01N02_Hip_TOY_04890	04890	TOYROOM	Hippolyte 	A01N02	 Il n’a jamais fait un pas de travers, Geoffroy. Toujours là quand on en avait besoin, pour nous mettre un pansement si on tombait dans le jardin, pour nous apporter à boire quand on passait la journée à courir partout, pour nous donner envie de manger nos plats, pour nous appeler quand nos amis arrivaient…	He never misses a step, our Geoffroy. He was always here when we need him, to give us a band-aid when we fell in the garden, to bring us drinks when we ran everywhere all day, to motivate us to eat our food, to call us when our friends arrived at the gate…	Done
A01N02_Hip_TOY_04900	04900	TOYROOM	Hippolyte 	A01N02	 Et ça ce n’était que pour nous, gamins, mais il a aussi été un soutien indéniable pour nos parents, puis pour notre mère lorsque notre père est décédé. Tu peux lui faire confiance, si c’est ce que tu te demandes.	And that was just for us children, but he’s been a tremendous help for our parents, too, and our mother when father died. You can trust him, if that’s what you’re asking.	Done
A01N02_Kim_TOY_04910	04910	TOYROOM	Kim 	A01N02	 Merci beaucoup.	Thanks.	Done
A01N02_Kim_TOY_04920	04920	TOYROOM	Kim 	A01N02	 Au revoir.	Bye.	Done
A01N02_Geo_GAR_04930	04930	GARDEN	Geoffroy 	A01N02	 Ah, #Mme|M.|Mx# Luong ! Que puis-je faire pour vous ?	Ah, #Mrs.|Mr.|Mx.# Luong! What can I do for you?	Done
A01N02_Geo_GAR_04940	04940	GARDEN	Geoffroy 	A01N02	 Ah, #Mme|M.|Mx# Luong ! Avez-vous pris le temps de chercher mon contrat ? 	Ah, #Mrs.|Mr.|Mx.# Luong! Did you find the time to look for my contract? 	Done
A01N02_NAR_GAR_04950	04950	GARDEN	NARRATEUR 	A01N02	 Devrais-je lui en parler maintenant ? Je ne suis pas sûr d’en savoir assez sur tout le monde…	Should I talk about it now? I’m not sure I know enough about everyone…	Done
A01N02_Kim_GAR_04960	04960	GARDEN	Kim 	A01N02	 Non, pas encore.	Not yet.	Done
A01N02_Geo_GAR_04970	04970	GARDEN	Geoffroy 	A01N02	 Non ? Oh, ce n’est pas grave… C’est à moi de vous servir. Que puis-je pour vous ?	No? Oh, it’s okay, it’s my job to serve you and not the other way around. What can I do for you?	Done
A01N02_Kim_GAR_04980	04980	GARDEN	Kim 	A01N02	Oui	Yes, I did	Done
A01N02_Kim_GAR_04990	04990	GARDEN	Kim 	A01N02	 Oui, il était sur le bureau de Célestia. Le voilà.	It was on Célestia’s desk, here you go.	Done
A01N02_Geo_GAR_05000	05000	GARDEN	Geoffroy 	A01N02	 Oh ! Je… Merci mille fois, je vous suis vraiment redevable.	Oh! I… Thank you a thousand times, I’m forever grateful.	Done
A01N02_Geo_GAR_05010	05010	GARDEN	Geoffroy 	A01N02	 Vous voyez donc ici que je fais bien partie des héritiers potentiels.	You can see then that I could also be an heir.	Done
A01N02_Geo_GAR_05011	05010	GARDEN	Geoffroy 	A01N02	C’est écrit qu’ils s’engagent à ce que je reste toujours au Manoir en cas de loyaux services pendant quarante ans.	It’s written. They promised to let me stay in the Manor if I served them loyally for forty years.	Done
A01N02_Geo_GAR_05012	05010	GARDEN	Geoffroy 	A01N02	Ils considèrent qu’une vie à les servir mérite bien de pouvoir y rester attaché même après leur mort, et que je ne devrai pas à chercher un lieu où passer ma retraite.	They think a life of service is worth staying here even after their death, so I don’t have to find where to spend my old days.	Done
A01N02_Geo_GAR_05020	05020	GARDEN	Geoffroy 	A01N02	 Avez-vous l’intention de respecter leur vœu ? Il est particulièrement limpide…	Will you respect their wish? It’s particularly clear…	Done
A01N02_NAR_GAR_05030	05030	GARDEN	NARRATEUR 	A01N02	 Que dois-je faire ? Il a l’air de tellement espérer et de tellement tenir au Manoir.	What should I do? He really hopes to stay here.	Done
A01N02_NAR_GAR_05031	05030	GARDEN	NARRATEUR 	A01N02	D’un autre côté, leurs enfants sont aussi héritiers potentiels, et les Castheran ne sont pas si clairs que ça § Rester au Manoir et obtenir le Manoir sont deux choses différentes, non ?	On the other hand, the Castheran’s children are also potential heirs, and they aren’t that clear§ staying in the Manor and getting it are two different things, aren’t they?	Done
A01N02_NAR_GAR_05032	05030	GARDEN	NARRATEUR 	A01N02	Je vais tergiverser.	I need to stalk. 	Done
A01N02_Kim_GAR_05040	05040	GARDEN	Kim 	A01N02	 Je ferai tout pour respecter leur vœu.	I’ll do everything to respect their wish	Done
A01N02_Geo_GAR_05050	05050	GARDEN	Geoffroy 	A01N02	 Je n’en doute pas.	I don’t doubt it.	Done
A01N02_Kim_GAR_05060	05060	GARDEN	Kim 	A01N02	 Mais pour ça, je vais avoir besoin d’enquêter pour trouver les preuves de vos bons et loyaux services.	But for that, I need to investigate first to have proof of your loyal services.	Done
A01N02_Kim_GAR_05061	05060	GARDEN	Kim 	A01N02	Votre témoignage ne peut pas suffire, bien que j’aie toute confiance en vous.	Your testimony can’t be enough, although I trust you.	Done
A01N02_Kim_GAR_05070	05070	GARDEN	Kim 	A01N02	 Je dois encore en apprendre davantage sur les droits des autres successeurs.	I still need to learn more about the rights of the other successors	Done
A01N02_Geo_GAR_05080	05080	GARDEN	Geoffroy 	A01N02	 Je comprends.	I understand.	Done
A01N02_Kim_GAR_05090	05090	GARDEN	Kim 	A01N02	 J’en profiterai pour me renseigner sur vos bons et loyaux services.	I’ll take the opportunity to get more information about your loyal services.	Done
A01N02_Kim_GAR_05100	05100	GARDEN	Kim 	A01N02	 Il me semble que leurs enfants ont quand même davantage de droits que vous.	I think their children have more rights than you	Done
A01N02_Geo_GAR_05110	05110	GARDEN	Geoffroy 	A01N02	 Je comprends.	I understand.	Done
A01N02_Kim_GAR_05120	05120	GARDEN	Kim 	A01N02	 Et puis, ce contrat en lui-même ne suffit pas. Il me faut plus que votre témoignage, je dois trouver des preuves de vos bons et loyaux services.	Also, the contract itself isn’t enough. I need more than your testimony. I need to find proof of your loyal services.	Done
A01N02_Geo_GAR_05130	05130	GARDEN	Geoffroy 	A01N02	 Oh, vous n’aurez aucun mal à cela ! N’importe qui ici parlera en ma faveur !	Oh, it won’t be hard! Everyone here will speak in my favor.	Done
A01N02_Kim_GAR_05140	05140	GARDEN	Kim 	A01N02	 Vraiment ? Ce n’est pas ce que Léontine m’a dit…	Really? That’s not what Léontine told me…	Done
A01N02_Geo_GAR_05150	05150	GARDEN	Geoffroy 	A01N02	 Léontine ? Léontine parle contre moi ? Mais…	Léontine? Did she say something against me? But…	Done
A01N02_Geo_GAR_05151	05150	GARDEN	Geoffroy 	A01N02	C’est qu’elle est fourbe et menteuse ! Ne donnez pas trop de poids à ce qu’elle dit.	She’s deceitful and a compulsive liar. Don’t give too much weight to what she says.	Done
A01N02_Geo_GAR_05152	05150	GARDEN	Geoffroy 	A01N02	Je suis sûr qu’en insistant, elle bougonnera qu’elle disait ça comme ça.	I’m sure if you ask again, she’ll go back on her words.	Done
A01N02_Kim_GAR_05160	05160	GARDEN	Kim 	A01N02	 Nous verrons.	We’ll see.	Done
A01N02_Geo_GAR_05170	05170	GARDEN	Geoffroy 	A01N02	 Je vous laisse chercher. En attendant, je me tiens encore et toujours à votre disposition.	I’ll let you look for what you need. In the meantime, I’m as always at your disposal.	Done
A01N02_NAR_GAR_05180	05180	GARDEN	NARRATEUR 	A01N02	 Si je veux le choisir comme héritier, je ferai mieux d’interroger les personnes qui l’ont connu au Manoir.	If I want to choose him as the heir, I’d better question everyone who knew him here.	Done
A01N02_Geo_GAR_05190	05190	GARDEN	Geoffroy 	A01N02	 A votre service.	At your disposal.	Done
A01N02_Kim_GAR_05200	05200	GARDEN	Kim 	A01N02	 Interroger Geoffroy sur son passé	Ask Geoffroy about his past	Done
A01N02_Kim_GAR_05210	05210	GARDEN	Kim 	A01N02	 Je me demandais, comment avez-vous commencé à travailler ici ?	I was wondering, how did you start working here?	Done
A01N02_Geo_GAR_05220	05220	GARDEN	Geoffroy 	A01N02	 Oh, je suis là depuis tellement longtemps ! Je travaillais pour les grand-parents de Mme Castheran…	Oh, I’ve been here for such a long time! I used to work for Mrs Castheran’s grand-parents…	Done
A01N02_Kim_GAR_05230	05230	GARDEN	Kim 	A01N02	 Célestia ?	Célestia’s?	Done
A01N02_Geo_GAR_05240	05240	GARDEN	Geoffroy 	A01N02	 Non, non, Abigail, bien sûr.	No, no, Abigail’s, of course.	Done
A01N02_Geo_GAR_05241	05240	GARDEN	Geoffroy 	A01N02	En vérité, à l’époque, je cherchais n’importe quel petit travail pour aider mes parents dans leur quotidien.	In truth, back then, I was ready for any little job to help my parents in their everyday life.	Done
A01N02_Geo_GAR_05242	05240	GARDEN	Geoffroy 	A01N02	Nous sommes arrivés dans ce village breton, tout le monde se méfiait de nous, à ne pas savoir d’où on venait et ce qu’on venait faire ici…	We arrived in this Breton village, and everyone was suspicious of us, because they didn’t know where we came from and what we were doing here…	Done
A01N02_Kim_GAR_05250	05250	GARDEN	Kim 	A01N02	 Qu’est-ce qu’il s’est passé ?	What happened?	Done
A01N02_Geo_GAR_05260	05260	GARDEN	Geoffroy 	A01N02	 Mon père a ouvert sa boulangerie et s’est fait haïr de l’autre boulanger du village.	My father opened a bakery and started being hated by the one already on business. Well.	Done
A01N02_Geo_GAR_05261	05260	GARDEN	Geoffroy 	A01N02	Bon… Moi, personne ne me voulait nulle part, le grand gamin de dix-sept ans… J’étais tellement gauche, à l’époque.	As for me, no one wanted a seventeen years old teen at their service. I was so clumsy, back then.	Done
A01N02_Geo_GAR_05270	05270	GARDEN	Geoffroy 	A01N02	 Il n’y a que les Castheran qui ont eu la gentillesse de m’accueillir et de rire de mes maladresses.	The Castheran were the only ones nice enough to welcome me and laugh of my faux-pas.	Done
A01N02_Geo_GAR_05271	05270	GARDEN	Geoffroy 	A01N02	Jamais un reproche ! J’ai vu feu-Mme Castheran grandir… Elle était encore bébé quand je suis arrivé.	Never a single blame! I saw the late Mrs. Castheran grow up… She was still a baby when I arrived.	Done
A01N02_Geo_GAR_05272	05270	GARDEN	Geoffroy 	A01N02	Puis je l’ai vue partir, et le Manoir est devenu beaucoup plus vide sans elle – elle n’a pas de frères et sœurs, vous savez, et les relations avec les cousins sont compliquées.	Then I saw her leave, and the Manor became so much emptier without her – she doesn’t have siblings, you know, and relationships with her cousins are complicated.	Done
A01N02_Geo_GAR_05273	05270	GARDEN	Geoffroy 	A01N02	Puis elle est revenue au bras de feu-M. Castheran.	She came back at the arm of the late Mr. Castheran, and…	Done
A01N02_Kim_GAR_05280	05280	GARDEN	Kim 	A01N02	 Augustin, c’est bien ça ?	Augustin, you mean?	Done
A01N02_NAR_GAR_05290	05290	GARDEN	NARRATEUR 	A01N02	 Il hoche la tête.	He nods.	Done
A01N02_Geo_GAR_05300	05300	GARDEN	Geoffroy 	A01N02	 Exactement. Il a accepté de prendre son nom, elle tenait tant à le garder.	Exactly. He accepted to take her name, it was so important for her to keep it.	Done
A01N02_Geo_GAR_05301	05300	GARDEN	Geoffroy 	A01N02	La vie a repris son cours, avec les deux enfants qui n’ont pas tardé, Léontine qui est arrivée pour s’en occuper.	Life started again, with two children rapidly enough, and Léontine who came to take care of them too.	Done
A01N02_Kim_GAR_05310	05310	GARDEN	Kim 	A01N02	 Jusqu’à aujourd’hui.	Until now.	Done
A01N02_Kim_GAR_05320	05320	GARDEN	Kim 	A01N02	 Merci, ce sera tout pour l’instant.	Thank you, that will be all.	Done
A01N02_Kim_GAR_05330	05330	GARDEN	Kim 	A01N02	 C’est Abigail que j’ai vu là ?	Is it Abigail I just saw?	A faire
A01N02_Geo_GAR_05340	05340	GARDEN	Geoffroy 	A01N02	 Oui, malgré toutes mes sollicitations, elle insiste pour que ce soit elle qui arrose chaque fleur du jardin… <color= #9d4184ff>Elle dit qu’elle doit elle aussi s’occuper de sa demeure, et qu’il n’y a qu’en passant du temps sur quelque chose qu’on en vient à vraiment l’aimer.</color> Elle se met à genoux dans la terre pour arracher les mauvaises herbes, couper, nettoyer… Je suis si gêné de ne pas le faire moi-même, mais elle m’a formellement interdit de toucher aux arrosoirs, et je suis là pour obéir.	Yes, it is. Despite all my appeals, she insists on watering each and every flower herself… <color= #9d4184ff>She says she must take care of her home too, and that only by spending time on things can we really come to love them.</color> She kneels on the soil to pull out the weeds, cut, nurture… I’m so ashamed not to do it myself, but she formally forbade me to touch the watering cans, and I’m here to obey.	A faire
A01N02_NAR_GAR_05350	05350	GARDEN	NARRATEUR 	A01N02	 Surprenant.	Surprising.	A faire
A01N02_NAR_GAR_05360	05360	GARDEN	NARRATEUR 	A01N02	 Tiens, Abigail ? C’est elle qui arrose les fleurs ? Pourquoi n’est-ce pas Geoffroy qui s’en charge ?	Is that Abigail? Is she the one watering the plants? Why isn’t it Geoffroy? 	Done
A01N02_Abi_GAR_05370	05370	GARDEN	Abigail 	A01N02	 Vous n’avez pas autre chose à faire que de vous promener dans mes jardins ? Je croyais que vous deviez choisir un héritier.	Don’t you have something better to do than wander around in the gardens? I thought you were here to choose an heir.	Done
A01N02_NAR_GAR_05380	05380	GARDEN	NARRATEUR 	A01N02	 Toujours aussi sympathique, dis donc…	Nice as always I see…	Done
A01N02_Kim_GAR_05390	05390	GARDEN	Kim 	A01N02	 Pardonnez-moi, je ne voulais pas vous offenser. 	Forgive me, I didn’t want to offend you.	Done
A01N02_Abi_GAR_05400	05400	GARDEN	Abigail 	A01N02	 Mph.	Mph.	Done
A01N02_Kim_GAR_05410	05410	GARDEN	Kim 	A01N02	 Puis-je vous poser quelques questions ?	May I ask you some questions?	Done
A01N02_Abi_GAR_05420	05420	GARDEN	Abigail 	A01N02	 Faites donc, alors, mais faites vite, je suis occupée.	Do it but do it fast, I am busy.	Done
A01N02_Kim_GAR_05430	05430	GARDEN	Kim 	A01N02	 J’ai besoin de vous parler pour pouvoir le faire.	I need to talk to you to do that.	Done
A01N02_Abi_GAR_05440	05440	GARDEN	Abigail 	A01N02	 Faites donc, alors, mais faites vite, je suis occupée.	Do it but do it fast, I am busy.	INUTILE
A01N02_Kim_GAR_05450	05450	GARDEN	Kim 	A01N02	 Oh, mais mon choix est évident ! Ce sera forcément la gamine hautaine, froide et méprisante qui remportera le gros lot !	Oh, but my choice is obvious! It will be the haughty, cold and despising child!	Done
A01N02_Abi_GAR_05460	05460	GARDEN	Abigail 	A01N02	 Etes-vous en train de vous permettre de m’insulter dans mon propre Manoir ?	Are you insulting me in my own Manor?	Done
A01N02_Kim_GAR_05470	05470	GARDEN	Kim 	A01N02	 Il n’est pas à <i>toi</i>, Abigail, et je peux bien me permettre tout ce que je veux, j’en ai le droit, j’ai été invité ici !	It isn’t <i>yours</i>, Aby, and I can do whatever I want, I was invited here!	Done
A01N02_Abi_GAR_05480	05480	GARDEN	Abigail 	A01N02	 Les hôtes ont leurs devoirs, mais leurs invités aussi.	Hosts have their duties, but so do guests.	Done
A01N02_Kim_GAR_05490	05490	GARDEN	Kim 	A01N02	 Et que vas-tu faire ? C’est à moi de choisir à qui ira l’héritage. A ta place, je me ferai plus gentille.	So what are you going to do? I’m the one choosing who gets the inheritance. If I were you, I’d be nicer.	Done
A01N02_Abi_GAR_05500	05500	GARDEN	Abigail 	A01N02	 Du chantage, maintenant ? Mes parents ont eu tort de vouloir mettre nos affaires entre les mains d’un#e||•e# inconnu#e||•e#. J’y étais déjà opposée de base, j’ai voulu respecter leur volonté, tout ça pour que leur confiance soit bafouée sous leur toit. Vous n’êtes plus l #a|e|ae#e bienvenu#e||•e# ici. Nous règlerons nos affaires dans les règles, devant une vraie juridiction. Vous pouvez disposer.	Blackmail now? My parents were wrong to want a stranger to decide of our fate. I was against it from the start, but I decided to honor their will… All of that to see their trust tarnished under their roof. You are not welcomed here anymore. We will take care of our business in the rules of art, before a real jurisdiction. You may leave.	Done
A01N02_Kim_GAR_05510	05510	GARDEN	Kim 	A01N02	 Je peux… Pardon ?	I may… What?	Done
A01N02_Abi_GAR_05520	05520	GARDEN	Abigail 	A01N02	 Geoffroy !	Geoffroy!	Done
A01N02_Geo_GAR_05530	05530	GARDEN	Geoffroy 	A01N02	 Mme Castheran ?	Mrs. Castheran?	Done
A01N02_Abi_GAR_05540	05540	GARDEN	Abigail 	A01N02	 Raccompagnez- #la|le|læ# à la grille. #Elle|Il|Iel# s’en va.	Bring #her|him|them# back to the gate. #She|He|They# #is|is|are# leaving.	Done
A01N02_Geo_GAR_05550	05550	GARDEN	Geoffroy 	A01N02	 A vos ordres.	As you wish.	Done
A01N02_NAR_BLA_05560	05560	BLACK_SCREEN	NARRATEUR 	A01N02	 Je ne pensais pas qu’elle prendrait si vite la mouche… J’ai été trop prétentieux, à penser pouvoir l’insulter sans conséquence. Elle est peut-être susceptible, mais je n’aurais pas dû m’énerver si facilement. C’était mon rôle, d’observer calmement, de prendre tous les éléments en compte pour juger à la fin. Je n’ai pas pu remplir la mission qui m’a été donnée, et je m’en sens honteux.	I didn’t think she’d get into a huff so quickly. I was too pretentious, believing I could insult her without paying the consequences. She may be touchy, but I shouldn’t have annoyed her either. It was my role to calmly observe, take all the elements into account and judge at the end. I couldn’t do what was asked of me, and I feel ashamed.	Done
A01N02_NAR_BLA_05570	05570	BLACK_SCREEN	NARRATEUR 	A01N02	 Au final, le juge a demandé la vente du Manoir et le partage de la somme entre Abigail et Hippolyte.	At the end, a judge asked for the Manor to be sold and the sum shared between Abigail and Hippolyte.	Done
A01N02_NAR_BLA_05580	05580	BLACK_SCREEN	NARRATEUR 	A01N02	 Au final, le juge a demandé la vente du Manoir et le partage de la somme entre Abigail, Hippolyte et Ophélie.	At the end, the judge asked for the Manor to be sold and the sum shared between Abigail, Hippolyte and Ophélie.	Done
A01N02_NAR_BLA_05590	05590	BLACK_SCREEN	NARRATEUR 	A01N02	 Exactement le contraire de ce que voulaient leurs parents. Les miens risquent d’être assez fâchés de la façon dont j’ai agi.	Exactly the opposite of what their parents wanted. Mine will be pretty mad about how I acted. 	Done
A01N02_Abi_GAR_05600	05600	GARDEN	Abigial 	A01N02	 Bonjour, #Mme|M.|Mx# Luong. Vos recherches sont-elles fructueuses ?	Good day, #Mrs.|Mr.|Mx.# Luong. Is your investigation fruitful?	Done
A01N02_Kim _GAR_05610	05610	GARDEN	Kim 	A01N02	Je découvre le Manoir au fur et à mesure. Puis-je vous poser quelques questions ?	 I’m slowly discovering the Manor. May I ask you a few questions?	Done
A01N02_Abi_GAR_05620	05620	GARDEN	Abigail 	A01N02	 Je ferai de mon mieux pour vous aider.	 I’ll help you the best I can.	Done
A01N02_Kim_GAR_05630	05630	GARDEN	Kim 	A01N02	 J’ai remarqué qu’il y avait plusieurs pièces fermées auxquelles je n’avais pas accès à l’étage.	I noticed some closed doors upstairs.	Done
A01N02_Abi_GAR_05640	05640	GARDEN	Abigail 	A01N02	 Et vous en avez besoin ?	Do you need access?	Done
A01N02_Kim_GAR_05650	05650	GARDEN	Kim 	A01N02	 Je pense y trouver des éléments pour m’aider, oui.	I might find elements there, yes.	Done
A01N02_Abi_GAR_05660	05660	GARDEN	Abigail 	A01N02	 Demandez à Léontine de vous ouvrir le grenier. Elle râlera car elle ne le nettoie pas aussi souvent qu’elle le devrait. Nous y mettons rarement les pieds et nous la prévenons habituellement à l’avance. En ce qui concerne ma chambre et celle de mon frère, j’ai bien peur que ni l’un ni l’autre n’ayons envie d’une fouille en notre absence. Je m’y rendrai un peu plus tard, vous avez l’autorisation de venir m’y voir.	You may ask Léontine to open the attic for you. She will protest; I don’t think she cleans it up as often as she should. We rarely go there and usually give her an earlier notice. As for my room and my brother’s, I’m afraid we would both prefer you not to go through them in our absence. I will go there later, you may enter it then.	Done
A01N02_Kim_GAR_05670	05670	GARDEN	Kim 	A01N02	 Merci beaucoup.	Thank you very much.	Done
A01N02_Abi_GAR_05680	05680	GARDEN	Abigail 	A01N02	 Retournons chacun à nos occupations, à présent, voulez-vous.	Let us go back to our business now, would you.	Done
A01N02_Kim_GAR_05690	05690	GARDEN	Kim 	A01N02	 Je n’ai besoin de votre autorisation pour rien du tout, je m’y rendrai quoiqu’il arrive.	I don’t need your permission, I’ll go there anyway.	Done
A01N02_Abi_GAR_05700	05700	GARDEN	Abigail 	A01N02	 Retournons chacun à nos occupations, à présent, voulez-vous.	Let us go back to our business now, would you.	Done
A01N02_Kim_GAR_05710	05710	GARDEN	Kim 	A01N02	 Sauriez-vous où se trouve la clef de la vitrine dans la chambre de Célestia ?	Do you know where I can find the key to the display case in Célestia’s room?	Done
A01N02_Abi_GAR_05720	05720	GARDEN	Abigail 	A01N02	 Non. Me pensez-vous vraiment assez peste pour aller fouiller dans les affaires privées de ma mère ?	No, I don’t. Do you think I am nasty enough to go through my mother’s private stuff?	Done
A01N02_Abi_GAR_05730	05730	GARDEN	Abigail 	A01N02	 Demandez plutôt à mon frère. Je n’ai jamais eu l’indiscrétion d’essayer d’accéder aux affaires privées de nos parents, mais je sais qu’il s’y est amusé.	You should ask my brother. I was never indiscreet enough to try to gain access to my parents’ personal stuff, but I know he had fun doing so.	Done
